BioGuideID,GovtrackID,ICPSR_ID,OpenSecretsID,UnaccentedFirstName,UnaccentedLastName,Gender,Birthday,State,Chamber,Party,TermStart,TermEnd,YearsInCongress
I000055,400194,29909.0,N00002593,John,Isakson,M,1944-12-28,GA,Senate,R,1999-01-06,2019-12-31,21.0
I000057,400195,20129.0,N00013345,Steve,Israel,M,1958-05-30,NY,House,D,2001-01-03,2017-01-03,16.0
I000056,400196,20107.0,N00007017,Darrell,Issa,M,1953-11-01,CA,House,R,2001-01-03,2027-01-03,26.0
I000058,456905,,N00033749,Glenn,Ivey,M,1961-02-27,MD,House,D,2023-01-03,2027-01-03,4.0
J000311,456987,,N00055118,Brian,Jack,M,1988-02-17,GA,House,R,2025-01-03,2027-01-03,2.0
J000308,456916,,N00050407,Jeffrey,Jackson,M,1982-09-12,NC,House,D,2023-01-03,2024-12-31,2.0
J000309,456899,,N00050105,Jonathan,Jackson,M,1966-01-07,IL,House,D,2023-01-03,2027-01-03,4.0
J000304,456847,,N00046055,Ronny,Jackson,M,1967-05-04,TX,House,R,2021-01-03,2027-01-03,6.0
J000032,400199,29573.0,N00005818,Sheila,Jackson Lee,F,1950-01-12,TX,House,D,1995-01-04,2024-07-19,29.5
J000020,456793,,N00044575,Chris,Jacobs,M,1966-11-28,NY,House,R,2020-07-21,2023-01-03,2.5
J000305,456804,,N00042081,Sara,Jacobs,F,1989-02-01,CA,House,D,2021-01-03,2027-01-03,6.0
J000307,456907,,N00041550,John,James,M,1981-06-08,MI,House,R,2023-01-03,2027-01-03,4.0
J000298,412730,21726.0,N00038858,Pramila,Jayapal,F,1965-09-21,WA,House,D,2017-01-03,2027-01-03,10.0
J000294,412561,21343.0,N00033640,Hakeem,Jeffries,M,1970-08-04,NY,House,D,2013-01-03,2027-01-03,14.0
J000297,412663,21558.0,N00035531,Evan,Jenkins,M,1960-09-12,WV,House,R,2015-01-06,2018-09-30,3.7
J000290,412284,20915.0,N00029077,Lynn,Jenkins,F,1963-06-10,KS,House,R,2009-01-06,2019-01-03,10.0
J000291,412320,40905.0,N00029444,Mike,Johanns,M,1950-06-18,NE,Senate,R,2009-01-06,2015-01-03,6.0
J000292,412460,21162.0,N00032088,Bill,Johnson,M,1954-11-10,OH,House,R,2011-01-05,2024-01-21,13.0
J000301,412816,21935.0,N00040559,Dusty,Johnson,M,1976-09-30,SD,House,R,2019-01-03,2027-01-03,8.0
J000126,400204,39305.0,N00008122,Eddie,Johnson,F,1935-12-03,TX,House,D,1993-01-05,2023-01-03,30.0
J000288,412199,20712.0,N00027848,Henry,Johnson,M,1954-10-02,GA,House,D,2007-01-04,2027-01-03,20.0
J000310,457024,,N00052806,Julie,Johnson,F,1966-05-02,TX,House,D,2025-01-03,2027-01-03,2.0
J000299,412706,21727.0,N00039106,Mike,Johnson,M,1972-01-30,LA,House,R,2017-01-03,2027-01-03,10.0
J000293,412496,41111.0,N00032546,Ron,Johnson,M,1955-04-08,WI,Senate,R,2011-01-05,2029-01-03,18.0
J000174,400206,29143.0,N00008028,Sam,Johnson,M,1930-10-11,TX,House,R,1991-01-03,2019-01-03,28.0
J000177,300058,15425.0,N00010084,Tim,Johnson,M,1946-12-28,SD,Senate,D,1987-01-06,2015-01-03,28.0
J000296,412603,,N00035717,David,Jolly,M,1972-10-31,FL,House,R,2014-03-11,2017-01-03,2.8
J000303,412752,,N00042648,Brenda,Jones,F,1959-10-24,MI,House,D,2018-11-29,2019-01-03,0.1
J000300,412741,41705.0,N00024817,Doug,Jones,M,1954-05-04,AL,Senate,D,2018-01-03,2021-01-03,3.0
J000306,456840,,N00044908,Mondaire,Jones,M,1987-05-18,NY,House,D,2021-01-03,2023-01-03,2.0
J000255,400209,29546.0,N00002299,Walter,Jones,M,1943-02-10,NC,House,R,1995-01-04,2019-02-10,24.1
J000289,412226,20738.0,N00027894,Jim,Jordan,M,1964-02-17,OH,House,R,2007-01-04,2027-01-03,20.0
J000295,412566,21353.0,N00035007,David,Joyce,M,1957-03-17,OH,House,R,2013-01-03,2027-01-03,14.0
J000302,412812,21936.0,N00043242,John,Joyce,M,1957-02-08,PA,House,R,2019-01-03,2027-01-03,8.0
J000312,456969,,N00053062,Jim,Justice,M,1951-04-27,WV,Senate,R,2025-01-14,2031-01-03,6.0
K000396,456815,,N00044007,Kaialiʻi,Kahele,M,1974-03-28,HI,House,D,2021-01-03,2023-01-03,2.0
K000384,412582,41305.0,N00033177,Timothy,Kaine,M,1958-02-26,VA,Senate,D,2013-01-03,2031-01-03,18.0
K000400,456884,,N00049460,Sydney,Kamlager-Dove,F,1972-07-20,CA,House,D,2023-01-03,2027-01-03,4.0
K000009,400211,15029.0,N00003522,Marcy,Kaptur,F,1946-06-17,OH,House,D,1983-01-03,2027-01-03,44.0
K000386,412649,21542.0,N00035934,John,Katko,M,1962-11-09,NY,House,R,2015-01-06,2023-01-03,8.0
K000398,456917,,N00027502,Thomas,Kean,M,1968-09-05,NJ,House,R,2023-01-03,2027-01-03,4.0
K000375,412435,21140.0,N00031933,William,Keating,M,1952-09-06,MA,House,D,2011-01-05,2027-01-03,16.0
K000395,412843,21985.0,N00044065,Fred,Keller,M,1965-10-23,PA,House,R,2019-06-03,2023-01-03,3.6
K000377,456794,,N00044223,Mark,Kelly,M,1964-02-21,AZ,Senate,D,2020-12-02,2029-01-03,8.1
K000376,412465,21167.0,N00031647,Mike,Kelly,M,1948-05-10,PA,House,R,2011-01-05,2027-01-03,16.0
K000385,412595,21371.0,N00035215,Robin,Kelly,F,1956-04-30,IL,House,D,2013-04-09,2027-01-03,13.7
K000388,412673,21561.0,N00037003,Trent,Kelly,M,1966-03-01,MS,House,R,2015-06-09,2027-01-03,11.6
K000393,412679,41703.0,N00026823,John,Kennedy,M,1951-11-21,LA,Senate,R,2017-01-03,2029-01-03,12.0
K000379,412543,21335.0,N00034044,Joseph,Kennedy,M,1980-10-04,MA,House,D,2013-01-03,2021-01-03,8.0
K000403,457025,,N00043086,Mike,Kennedy,M,1969-02-02,UT,House,R,2025-01-03,2027-01-03,2.0
K000402,456957,,N00054366,Timothy,Kennedy,M,1976-10-20,NY,House,D,2024-05-06,2027-01-03,2.7
K000148,300060,14920.0,N00000245,John,Kerry,M,1943-12-11,MA,Senate,D,1985-01-03,2013-02-01,28.1
K000389,412684,21728.0,N00026427,Ro,Khanna,M,1976-09-13,CA,House,D,2017-01-03,2027-01-03,10.0
K000399,456947,,N00048315,Jennifer,Kiggans,F,1971-06-18,VA,House,R,2023-01-03,2027-01-03,4.0
K000390,412716,21729.0,N00033530,Ruben,Kihuen,M,1980-04-25,NV,House,D,2017-01-03,2019-01-03,2.0
K000380,412546,21372.0,N00033395,Daniel,Kildee,M,1958-08-11,MI,House,D,2013-01-03,2025-01-03,12.0
K000401,456881,,N00050259,Kevin,Kiley,M,1985-01-30,CA,House,R,2023-01-03,2027-01-03,4.0
K000381,412583,21368.0,N00034453,Derek,Kilmer,M,1974-01-01,WA,House,D,2013-01-03,2025-01-03,12.0
K000394,412797,21937.0,N00041370,Andy,Kim,M,1982-07-12,NJ,Senate,D,2019-01-03,2031-01-03,12.0
K000397,456802,,N00042386,Young,Kim,F,1962-10-18,CA,House,R,2021-01-03,2027-01-03,6.0
K000188,400218,29769.0,N00004403,Ron,Kind,M,1963-03-16,WI,House,D,1997-01-07,2023-01-03,26.0
K000383,412545,41300.0,N00034580,Angus,King,M,1944-03-31,ME,Senate,I,2013-01-03,2031-01-03,18.0
K000210,400219,29375.0,N00001193,Peter,King,M,1944-04-05,NY,House,R,1993-01-05,2021-01-03,28.0
K000362,400220,20325.0,N00025237,Steve,King,M,1949-05-28,IA,House,R,2003-01-07,2021-01-03,18.0
K000404,456999,,,Kimberlyn,King-Hinds,F,1975-04-10,MP,House,R,2025-01-03,2027-01-03,2.0
K000220,400221,29338.0,N00002656,Jack,Kingston,M,1955-04-24,GA,House,R,1993-01-05,2015-01-03,22.0
K000378,412421,21128.0,N00030667,Adam,Kinzinger,M,1978-02-27,IL,House,R,2011-01-05,2023-01-03,12.0
K000360,400222,20115.0,N00012539,Mark,Kirk,M,1959-09-15,IL,Senate,R,2001-01-03,2017-01-03,16.0
K000368,412286,20902.0,N00029260,Ann,Kirkpatrick,F,1950-03-24,AZ,House,D,2009-01-06,2023-01-03,14.0
K000363,400224,20333.0,N00004436,John,Kline,M,1947-09-06,MN,House,R,2003-01-07,2017-01-03,14.0
K000367,412242,40700.0,N00027500,Amy,Klobuchar,F,1960-05-25,MN,Senate,D,2007-01-04,2031-01-03,24.0
K000387,412614,21505.0,N00035820,Steve,Knight,M,1966-12-17,CA,House,R,2015-01-06,2019-01-03,4.0
K000405,457004,,N00053743,Brad,Knott,M,1986-04-17,NC,House,R,2025-01-03,2027-01-03,2.0
K000391,412701,21730.0,N00033240,Raja,Krishnamoorthi,M,1973-07-19,IL,House,D,2017-01-03,2027-01-03,10.0
K000382,412557,21340.0,N00030875,Ann,Kuster,F,1956-09-05,NH,House,D,2013-01-03,2025-01-03,12.0
K000392,412724,21731.0,N00025445,David,Kustoff,M,1966-10-08,TN,House,R,2017-01-03,2027-01-03,10.0
K000352,300062,15429.0,N00006406,Jon,Kyl,M,1942-04-25,AZ,Senate,R,1987-01-06,2018-12-31,32.0
L000585,412674,21562.0,N00037031,Darin,LaHood,M,1968-07-05,IL,House,R,2015-09-17,2027-01-03,11.3
L000598,456920,,N00050419,Nicolas,LaLota,M,1978-06-23,NY,House,R,2023-01-03,2027-01-03,4.0
L000578,412510,21302.0,N00033987,Doug,LaMalfa,M,1960-07-02,CA,House,R,2013-01-03,2026-01-05,13.0
L000266,456824,,N00044232,Jacob,LaTurner,M,1988-02-17,KS,House,R,2021-01-03,2025-01-03,4.0
L000573,412419,21125.0,N00031377,Raúl,Labrador,M,1967-12-08,ID,House,R,2011-01-05,2019-01-03,8.0
L000588,412744,21756.0,N00041870,Conor,Lamb,M,1984-06-27,PA,House,D,2018-04-12,2023-01-03,4.7
L000564,412191,20704.0,N00028133,Doug,Lamborn,M,1954-05-24,CO,House,R,2007-01-04,2025-01-03,18.0
L000567,412290,20929.0,N00000898,Leonard,Lance,M,1952-06-25,NJ,House,R,2009-01-06,2019-01-03,10.0
L000550,300063,49702.0,N00005395,Mary,Landrieu,F,1955-11-23,LA,Senate,D,1997-01-07,2015-01-03,18.0
L000601,456928,,N00049718,Greg,Landsman,M,1976-12-04,OH,House,D,2023-01-03,2027-01-03,4.0
L000559,400230,20136.0,N00009724,James,Langevin,M,1964-04-22,RI,House,D,2001-01-03,2023-01-03,22.0
L000600,456927,,N00051431,Nicholas,Langworthy,M,1981-02-27,NY,House,R,2023-01-03,2027-01-03,4.0
L000575,412464,21166.0,N00031129,James,Lankford,M,1968-03-04,OK,Senate,R,2011-01-05,2029-01-03,18.0
L000560,400232,20145.0,N00009759,Rick,Larsen,M,1965-06-15,WA,House,D,2001-01-03,2027-01-03,26.0
L000557,400233,29908.0,N00000575,John,Larson,M,1948-07-22,CT,House,D,1999-01-06,2027-01-03,28.0
L000111,400234,29522.0,N00004227,Tom,Latham,M,1948-07-14,IA,House,R,1995-01-04,2015-01-03,20.0
L000606,457011,,N00054136,George,Latimer,M,1953-11-22,NY,House,D,2025-01-03,2027-01-03,2.0
L000566,412256,20755.0,N00012233,Robert,Latta,M,1956-04-18,OH,House,R,2007-12-13,2027-01-03,19.1
L000123,300064,14914.0,N00000659,Frank,Lautenberg,M,1924-01-23,NJ,Senate,D,1982-12-27,2013-06-03,30.4
L000599,456924,,N00051208,Michael,Lawler,M,1986-09-09,NY,House,R,2023-01-03,2027-01-03,4.0
L000581,412638,21530.0,N00034068,Brenda,Lawrence,F,1954-10-18,MI,House,D,2015-01-06,2023-01-03,8.0
L000586,412693,21732.0,N00030642,Al,Lawson,M,1948-09-23,FL,House,D,2017-01-03,2023-01-03,6.0
L000174,300065,14307.0,N00009918,Patrick,Leahy,M,1940-03-31,VT,Senate,D,1975-01-14,2023-01-03,48.0
L000551,400237,29778.0,N00008046,Barbara,Lee,F,1946-07-16,CA,House,D,1998-04-07,2025-01-03,26.7
L000597,456892,,N00051178,Laurel,Lee,F,1974-03-26,FL,House,R,2023-01-03,2027-01-03,4.0
L000577,412495,41110.0,N00031696,Mike,Lee,M,1971-06-04,UT,Senate,R,2011-01-05,2029-01-03,18.0
L000602,456935,,N00049757,Summer,Lee,F,1987-11-26,PA,House,D,2023-01-03,2027-01-03,4.0
L000590,412802,21938.0,N00037247,Susie,Lee,F,1966-11-07,NV,House,D,2019-01-03,2027-01-03,8.0
L000605,456964,,,Erica,Lee Carter,F,1980-02-02,TX,House,D,2024-11-05,2025-01-03,0.2
L000273,456835,,N00044559,Teresa,Leger Fernandez,F,1959-07-01,NM,House,D,2021-01-03,2027-01-03,6.0
L000589,412745,21757.0,N00042056,Debbie,Lesko,F,1958-11-14,AZ,House,R,2018-05-07,2025-01-03,6.7
L000595,456859,,N00047972,Julia,Letlow,F,1981-03-16,LA,House,R,2021-04-14,2027-01-03,5.7
L000592,412785,21940.0,N00042149,Andy,Levin,M,1960-08-10,MI,House,D,2019-01-03,2023-01-03,4.0
L000261,300066,14709.0,N00001691,Carl,Levin,M,1934-06-28,MI,Senate,D,1979-01-15,2015-01-03,36.0
L000593,412760,21939.0,N00040667,Mike,Levin,M,1978-10-28,CA,House,D,2019-01-03,2027-01-03,8.0
L000263,400238,15033.0,N00003950,Sander,Levin,M,1931-09-06,MI,House,D,1983-01-03,2019-01-03,36.0
L000587,412711,21733.0,N00038400,Jason,Lewis,M,1955-09-23,MN,House,R,2017-01-03,2019-01-03,2.0
L000287,400240,15431.0,N00002577,John,Lewis,M,1940-02-21,GA,House,D,1987-01-06,2020-07-17,33.5
L000607,456976,,N00054265,Sam,Liccardo,M,1970-04-16,CA,House,D,2025-01-03,2027-01-03,2.0
L000582,412616,21507.0,N00035825,Ted,Lieu,M,1969-03-29,CA,House,D,2015-01-06,2027-01-03,12.0
L000563,400630,20508.0,N00027239,Daniel,Lipinski,M,1966-07-15,IL,House,D,2005-01-04,2021-01-03,16.0
L000554,400244,29539.0,N00000851,Frank,LoBiondo,M,1946-05-12,NJ,House,R,1995-01-04,2019-01-03,24.0
L000565,412209,20720.0,N00027741,David,Loebsack,M,1952-12-23,IA,House,D,2007-01-04,2021-01-03,14.0
L000594,456790,,N00046125,Kelly,Loeffler,F,1970-11-27,GA,Senate,R,2020-01-06,2021-01-20,1.0
L000397,400245,29504.0,N00007479,Zoe,Lofgren,F,1947-12-21,CA,House,D,1995-01-04,2027-01-03,32.0
L000576,412445,21150.0,N00030676,Billy,Long,M,1955-08-11,MO,House,R,2011-01-05,2023-01-03,12.0
L000604,456960,,,Greg,Lopez,M,1964-06-07,CO,House,R,2024-07-08,2025-01-03,0.5
L000583,412624,21515.0,N00035347,Barry,Loudermilk,M,1963-12-22,GA,House,R,2015-01-06,2027-01-03,12.0
L000584,412656,21552.0,N00033842,Mia,Love,F,1975-12-06,UT,House,R,2015-01-06,2019-01-03,4.0
L000579,412521,21313.0,N00033274,Alan,Lowenthal,M,1941-03-08,CA,House,D,2013-01-03,2023-01-03,10.0
L000480,400246,15612.0,N00001024,Nita,Lowey,F,1937-07-05,NY,House,D,1989-01-03,2021-01-03,32.0
L000491,400247,29393.0,N00005559,Frank,Lucas,M,1960-01-06,OK,House,R,1993-05-10,2027-01-03,33.7
L000569,412292,20926.0,N00030026,Blaine,Luetkemeyer,M,1952-05-07,MO,House,R,2009-01-06,2025-01-03,16.0
L000580,412558,21341.0,N00029400,Michelle,Lujan Grisham,F,1959-10-24,NM,House,D,2013-01-03,2018-12-31,6.0
L000570,412293,20932.0,N00029562,Ben,Luján,M,1972-06-07,NM,Senate,D,2009-01-06,2027-01-03,18.0
L000571,412294,20953.0,N00029788,Cynthia,Lummis,F,1954-09-10,WY,Senate,R,2009-01-06,2027-01-03,18.0
L000596,456891,,N00045228,Anna,Luna,F,1989-05-06,FL,House,R,2023-01-03,2027-01-03,4.0
L000591,412830,21941.0,N00042293,Elaine,Luria,F,1975-08-15,VA,House,D,2019-01-03,2023-01-03,4.0
L000603,456942,,N00048776,Morgan,Luttrell,M,1975-11-07,TX,House,R,2023-01-03,2027-01-03,4.0
L000562,400249,20119.0,N00013855,Stephen,Lynch,M,1955-03-31,MA,House,D,2001-10-23,2027-01-03,25.2
M001193,412643,21537.0,N00036155,Tom,MacArthur,M,1960-10-16,NJ,House,R,2015-01-06,2019-01-03,4.0
M000194,456843,,N00035670,Nancy,Mace,F,1977-12-04,SC,House,R,2021-01-03,2027-01-03,6.0
M001230,457017,,N00041866,Ryan,Mackenzie,M,1982-08-03,PA,House,R,2025-01-03,2027-01-03,2.0
M001171,412297,20935.0,N00027891,Daniel,Maffei,M,1968-07-04,NY,House,D,2009-01-06,2015-01-03,6.0
M001223,456937,,N00050458,Seth,Magaziner,M,1983-07-22,RI,House,D,2023-01-03,2027-01-03,4.0
M001203,412798,21942.0,N00041843,Tom,Malinowski,M,1965-09-23,NJ,House,D,2019-01-03,2023-01-03,4.0
M000317,456837,,N00044040,Nicole,Malliotakis,F,1980-11-11,NY,House,R,2021-01-03,2027-01-03,6.0
M000087,400251,29379.0,N00000078,Carolyn,Maloney,F,1946-02-19,NY,House,D,1993-01-05,2023-01-03,30.0
M001185,412562,21344.0,N00034277,Sean,Maloney,M,1966-07-30,NY,House,D,2013-01-03,2023-01-03,10.0
M001228,456956,,N00052817,Celeste,Maloy,F,1981-05-22,UT,House,R,2023-11-21,2027-01-03,3.1
M001183,412391,40915.0,N00032838,Joe,Manchin,M,1947-08-24,WV,Senate,D,2010-11-15,2025-01-03,14.1
M000871,456823,,N00030743,Tracey,Mann,M,1976-12-17,KS,House,R,2021-01-03,2027-01-03,6.0
M001135,456832,,N00042159,Kathy,Manning,F,1956-12-03,NC,House,D,2021-01-03,2025-01-03,4.0
M001231,457013,,N00053112,John,Mannion,M,1968-07-08,NY,House,D,2025-01-03,2027-01-03,2.0
M001158,400656,20532.0,N00026710,Kenny,Marchant,M,1951-02-23,TX,House,R,2005-01-04,2021-01-03,16.0
M001179,412468,21170.0,N00031777,Tom,Marino,M,1952-08-15,PA,House,R,2011-01-05,2019-01-23,8.0
M000133,400253,14435.0,N00000270,Edward,Markey,M,1946-07-11,MA,Senate,D,1975-01-14,2027-01-03,52.0
M001198,412704,21734.0,N00037034,Roger,Marshall,M,1960-08-09,KS,Senate,R,2017-01-03,2027-01-03,10.0
M001184,412503,31102.0,N00034041,Thomas,Massie,M,1971-01-13,KY,House,R,2012-11-13,2027-01-03,14.1
M001199,412698,21735.0,N00037269,Brian,Mast,M,1980-07-10,FL,House,R,2017-01-03,2027-01-03,10.0
M001142,400255,20140.0,N00009753,Jim,Matheson,M,1960-03-21,UT,House,D,2001-01-03,2015-01-03,14.0
M001163,400663,20538.0,N00027459,Doris,Matsui,F,1944-09-25,CA,House,D,2005-03-10,2027-01-03,21.8
M001209,412829,21943.0,N00042013,Ben,McAdams,M,1974-12-05,UT,House,D,2019-01-03,2021-01-03,2.0
M001192,412599,,N00035593,Vance,McAllister,M,1974-01-07,LA,House,R,2013-11-16,2015-01-03,1.1
M001208,412769,21944.0,N00042813,Lucy,McBath,F,1960-06-01,GA,House,D,2019-01-03,2027-01-03,8.0
M001238,456985,,N00052698,Sarah,McBride,F,1990-08-09,DE,House,D,2025-01-03,2027-01-03,2.0
M000303,300071,15039.0,N00006424,John,McCain,M,1936-08-29,AZ,Senate,R,1983-01-03,2018-08-25,35.6
M000309,400257,29744.0,N00001148,Carolyn,McCarthy,F,1944-01-05,NY,House,D,1997-01-07,2015-01-03,18.0
M001165,412190,20703.0,N00028152,Kevin,McCarthy,M,1965-01-26,CA,House,R,2007-01-04,2023-12-31,17.0
M001170,412243,40701.0,N00027694,Claire,McCaskill,F,1953-07-24,MO,Senate,D,2007-01-04,2019-01-03,12.0
M001157,400654,20530.0,N00026460,Michael,McCaul,M,1962-01-14,TX,House,R,2005-01-04,2027-01-03,22.0
M001136,456827,,N00045730,Lisa,McClain,F,1966-04-07,MI,House,R,2021-01-03,2027-01-03,6.0
M001232,456993,,N00053899,April,McClain Delaney,F,1964-05-28,MD,House,D,2025-01-03,2027-01-03,2.0
M001227,456953,,N00051961,Jennifer,McClellan,F,1972-12-28,VA,House,D,2023-03-07,2027-01-03,3.8
M001177,412295,20903.0,N00006863,Tom,McClintock,M,1956-07-10,CA,House,R,2009-01-06,2027-01-03,18.0
M001143,400259,20122.0,N00012942,Betty,McCollum,F,1954-07-12,MN,House,D,2001-01-03,2027-01-03,26.0
M000355,300072,14921.0,N00003389,Mitch,McConnell,M,1942-02-20,KY,Senate,R,1985-01-03,2027-01-03,42.0
M001243,456968,,N00050244,Dave,McCormick,M,1965-08-17,PA,Senate,R,2025-01-03,2031-01-03,6.0
M001218,456894,,N00044520,Rich,McCormick,M,1968-10-07,GA,House,R,2023-01-03,2027-01-03,4.0
M000404,400262,15613.0,N00009829,Jim,McDermott,M,1936-12-28,WA,House,D,1989-01-03,2017-01-03,28.0
M001237,456995,,N00054163,Kristen,McDonald Rivet,F,1970-07-11,MI,House,D,2025-01-03,2027-01-03,2.0
M001240,457001,,N00054055,Addison,McDowell,M,1994-01-21,NC,House,R,2025-01-03,2027-01-03,2.0
M001200,412728,21736.0,N00039327,A.,McEachin,M,1961-10-10,VA,House,D,2017-01-03,2022-11-28,5.9
M001220,456904,,N00049295,Morgan,McGarvey,M,1979-12-23,KY,House,D,2023-01-03,2027-01-03,4.0
M000312,400263,29729.0,N00000179,James,McGovern,M,1959-11-20,MA,House,D,1997-01-07,2027-01-03,30.0
M001239,457026,,N00045930,John,McGuire,M,1968-08-24,VA,House,R,2025-01-03,2027-01-03,2.0
M001156,400644,20522.0,N00026627,Patrick,McHenry,M,1975-10-22,NC,House,R,2005-01-04,2025-01-03,20.0
M000485,400266,29746.0,N00002356,Mike,McIntyre,M,1956-08-06,NC,House,D,1997-01-07,2015-01-03,18.0
M001229,456962,,N00055172,LaMonica,McIver,F,1986-06-20,NJ,House,D,2024-09-18,2027-01-03,2.3
M000508,400267,29315.0,N00006882,Howard,McKeon,M,1938-09-09,CA,House,R,1993-01-05,2015-01-03,22.0
M001180,412487,21188.0,N00031681,David,McKinley,M,1947-03-28,WV,House,R,2011-01-05,2023-01-03,12.0
M001159,400659,20535.0,N00026314,Cathy,McMorris Rodgers,F,1969-05-22,WA,House,R,2005-01-04,2025-01-03,20.0
M001166,412189,20702.0,N00026926,Jerry,McNerney,M,1951-06-18,CA,House,D,2007-01-04,2023-01-03,16.0
M001197,412611,21501.0,N00033982,Martha,McSally,F,1966-03-22,AZ,Senate,R,2015-01-06,2020-12-02,5.9
M001187,412552,21348.0,N00033631,Mark,Meadows,M,1959-07-28,NC,House,R,2013-01-03,2020-03-30,7.2
M001181,412466,21168.0,N00031134,Patrick,Meehan,M,1955-10-20,PA,House,R,2011-01-05,2018-04-27,7.3
M001137,400271,29776.0,N00001171,Gregory,Meeks,M,1953-09-25,NY,House,D,1997-01-07,2027-01-03,30.0
M001186,456826,,N00044884,Peter,Meijer,M,1988-01-10,MI,House,R,2021-01-03,2023-01-03,2.0
M001245,457039,,,Christian,Menefee,M,1988-04-18,TX,House,D,2026-02-02,2027-01-03,0.9
M001226,456918,,N00049686,Robert,Menendez,M,1985-07-12,NJ,House,D,2023-01-03,2027-01-03,4.0
M000639,400272,29373.0,N00000699,Robert,Menendez,M,1954-01-01,NJ,Senate,D,1993-01-05,2024-08-20,31.6
M001188,412560,21342.0,N00034547,Grace,Meng,F,1975-10-01,NY,House,D,2013-01-03,2027-01-03,14.0
M001176,412325,40908.0,N00029303,Jeff,Merkley,M,1956-10-24,OR,Senate,D,2009-01-06,2027-01-03,18.0
M001189,412540,21332.0,N00012546,Luke,Messer,M,1969-02-27,IN,House,R,2013-01-03,2019-01-03,6.0
M001233,456989,,N00054523,Mark,Messmer,M,1967-12-16,IN,House,R,2025-01-03,2027-01-03,2.0
M001204,412811,21945.0,N00029416,Daniel,Meuser,M,1964-02-10,PA,House,R,2019-01-03,2027-01-03,8.0
M000687,407672,15433.0,N00001799,Kweisi,Mfume,M,1948-10-24,MD,House,D,1987-01-06,2027-01-03,40.0
M000689,400273,29331.0,N00002793,John,Mica,M,1943-01-27,FL,House,R,1993-01-05,2017-01-03,24.0
M001149,400274,20328.0,N00024770,Michael,Michaud,M,1955-01-18,ME,House,D,2003-01-07,2015-01-03,12.0
M000702,300073,14440.0,N00001945,Barbara,Mikulski,F,1936-07-20,MD,Senate,D,1977-01-04,2017-01-03,40.0
M001150,400276,20331.0,N00009795,Candice,Miller,F,1954-05-07,MI,House,R,2003-01-07,2016-12-31,14.0
M001205,412837,21946.0,N00041542,Carol,Miller,F,1950-11-04,WV,House,R,2019-01-03,2027-01-03,8.0
M001139,400277,29905.0,N00006954,Gary,Miller,M,1948-10-16,CA,House,R,1999-01-06,2015-01-03,16.0
M000725,400278,14256.0,N00007390,George,Miller,M,1945-05-17,CA,House,D,1975-01-14,2015-01-03,40.0
M001144,400279,20110.0,N00013846,Jeff,Miller,M,1959-06-27,FL,House,R,2001-10-23,2017-01-03,15.2
M001211,456820,,N00045703,Mary,Miller,F,1959-08-27,IL,House,R,2021-01-03,2027-01-03,6.0
M001222,456929,,N00048277,Max,Miller,M,1988-11-13,OH,House,R,2023-01-03,2027-01-03,4.0
M001215,456817,,N00029495,Mariannette,Miller-Meeks,F,1955-09-06,IA,House,R,2021-01-03,2027-01-03,6.0
M001216,456889,,N00048179,Cory,Mills,M,1980-07-30,FL,House,R,2023-01-03,2027-01-03,4.0
M001241,456981,,N00040866,Dave,Min,M,1976-03-05,CA,House,D,2025-01-03,2027-01-03,2.0
M001201,412710,21737.0,N00036274,Paul,Mitchell,M,1961-05-08,MI,House,R,2017-01-03,2021-01-03,4.0
M001221,456925,,N00049147,Marcus,Molinaro,M,1975-10-08,NY,House,R,2023-01-03,2025-01-03,2.0
M001244,457033,,,Ashley,Moody,F,1975-03-28,FL,Senate,R,2025-01-21,2026-11-03,1.8
M001194,412634,21526.0,N00036275,John,Moolenaar,M,1961-05-08,MI,House,R,2015-01-06,2027-01-03,12.0
M001195,412662,21557.0,N00033814,Alexander,Mooney,M,1971-06-05,WV,House,R,2015-01-06,2025-01-03,10.0
M001212,456800,,N00041295,Barry,Moore,M,1966-09-26,AL,House,R,2021-01-03,2027-01-03,6.0
M001213,456851,,N00046598,Blake,Moore,M,1980-06-22,UT,House,R,2021-01-03,2027-01-03,6.0
M001160,400661,20537.0,N00026914,Gwen,Moore,F,1951-04-18,WI,House,D,2005-01-04,2027-01-03,22.0
M001235,457031,,N00051965,Riley,Moore,M,1980-07-01,WV,House,R,2025-01-03,2027-01-03,2.0
M001236,457005,,N00053948,Tim,Moore,M,1970-10-02,NC,House,R,2025-01-03,2027-01-03,2.0
M000933,400283,29149.0,N00002083,James,Moran,M,1945-05-16,VA,House,D,1991-01-03,2015-01-03,24.0
M000934,400284,29722.0,N00005282,Jerry,Moran,M,1954-05-29,KS,Senate,R,1997-01-07,2029-01-03,32.0
M001224,456940,,N00049775,Nathaniel,Moran,M,1974-07-22,TX,House,R,2023-01-03,2027-01-03,4.0
M001206,412749,21761.0,N00043207,Joseph,Morelle,M,1957-04-29,NY,House,D,2018-11-13,2027-01-03,8.1
M001242,456967,,N00048437,Bernie,Moreno,M,1967-02-14,OH,Senate,R,2025-01-03,2031-01-03,6.0
M001234,456996,,N00053930,Kelly,Morrison,F,1969-02-02,MN,House,D,2025-01-03,2027-01-03,2.0
M001217,456893,,N00050596,Jared,Moskowitz,M,1980-12-18,FL,House,D,2023-01-03,2027-01-03,4.0
