BioGuideID,GovTrackID,Congress_Session,Chamber,Committee_Code,Parent_Committee_Name,Subcommittee_Name,Role,Is_Subcommittee
S001176,412261,116,house,HSIF-16,House Committee on Energy and Commerce,Communications and Technology Subcommittee,Member,1
S001180,412315,116,house,HSIF-16,House Committee on Energy and Commerce,Communications and Technology Subcommittee,Member,1
S001180,412315,116,house,HSIF-03,House Committee on Energy and Commerce,Energy Subcommittee,Member,1
S001180,412315,116,house,HSIF-14,House Committee on Energy and Commerce,Health Subcommittee,Member,1
S001200,412695,116,house,HSIF-17,House Committee on Energy and Commerce,Consumer Protection and Commerce Subcommittee,Member,1
S001200,412695,116,house,HSIF-16,House Committee on Energy and Commerce,Communications and Technology Subcommittee,Member,1
S001200,412695,116,house,HSIF-18,House Committee on Energy and Commerce,Environment and Climate Change Subcommittee,Member,1
T000469,412319,116,house,HSIF-03,House Committee on Energy and Commerce,Energy Subcommittee,Member,1
T000469,412319,116,house,HSIF-02,House Committee on Energy and Commerce,Oversight and Investigations Subcommittee,Member,1
T000469,412319,116,house,HSIF-18,House Committee on Energy and Commerce,Environment and Climate Change Subcommittee,Chair,1
U000031,400414,116,house,HSIF-17,House Committee on Energy and Commerce,Consumer Protection and Commerce Subcommittee,Member,1
U000031,400414,116,house,HSIF-03,House Committee on Energy and Commerce,Energy Subcommittee,Ranking Member,1
U000031,400414,116,house,HSIF-14,House Committee on Energy and Commerce,Health Subcommittee,Member,1
V000131,412579,116,house,HSIF-17,House Committee on Energy and Commerce,Consumer Protection and Commerce Subcommittee,Member,1
V000131,412579,116,house,HSIF-16,House Committee on Energy and Commerce,Communications and Technology Subcommittee,Member,1
V000131,412579,116,house,HSIF-03,House Committee on Energy and Commerce,Energy Subcommittee,Member,1
W000791,400419,116,house,HSIF-17,House Committee on Energy and Commerce,Consumer Protection and Commerce Subcommittee,Ex Officio,1
W000791,400419,116,house,HSIF-16,House Committee on Energy and Commerce,Communications and Technology Subcommittee,Ex Officio,1
W000791,400419,116,house,HSIF-03,House Committee on Energy and Commerce,Energy Subcommittee,Ex Officio,1
W000791,400419,116,house,HSIF-14,House Committee on Energy and Commerce,Health Subcommittee,Ex Officio,1
W000791,400419,116,house,HSIF-02,House Committee on Energy and Commerce,Oversight and Investigations Subcommittee,Ex Officio,1
W000791,400419,116,house,HSIF-18,House Committee on Energy and Commerce,Environment and Climate Change Subcommittee,Ex Officio,1
W000798,412213,116,house,HSIF-16,House Committee on Energy and Commerce,Communications and Technology Subcommittee,Member,1
W000798,412213,116,house,HSIF-03,House Committee on Energy and Commerce,Energy Subcommittee,Member,1
W000800,412239,116,house,HSIF-16,House Committee on Energy and Commerce,Communications and Technology Subcommittee,Member,1
W000800,412239,116,house,HSIF-03,House Committee on Energy and Commerce,Energy Subcommittee,Member,1
W000800,412239,116,house,HSIF-14,House Committee on Energy and Commerce,Health Subcommittee,Member,1
B001304,412707,116,house,HSSO,House Committee on Ethics,,Member,0
D000610,412385,116,house,HSSO,House Committee on Ethics,,Chair,0
G000591,412793,116,house,HSSO,House Committee on Ethics,,Member,0
H001065,412553,116,house,HSSO,House Committee on Ethics,,Member,0
M001158,400656,116,house,HSSO,House Committee on Ethics,,Ranking Member,0
M001188,412560,116,house,HSSO,House Committee on Ethics,,Member,0
P000616,412790,116,house,HSSO,House Committee on Ethics,,Member,0
W000813,412538,116,house,HSSO,House Committee on Ethics,,Member,0
W000826,412751,116,house,HSSO,House Committee on Ethics,,Member,0
A000370,412607,116,house,HSBA,House Committee on Financial Services,,Member,0
A000378,412772,116,house,HSBA,House Committee on Financial Services,,Member,0
B001281,412565,116,house,HSBA,House Committee on Financial Services,,Member,0
B001282,412541,116,house,HSBA,House Committee on Financial Services,,Member,0
B001305,412712,116,house,HSBA,House Committee on Financial Services,,Member,0
C001049,400074,116,house,HSBA,House Committee on Financial Services,,Member,0
C001061,400639,116,house,HSBA,House Committee on Financial Services,,Member,0
C001117,412775,116,house,HSBA,House Committee on Financial Services,,Member,0
D000626,412675,116,house,HSBA,House Committee on Financial Services,,Member,0
D000631,412809,116,house,HSBA,House Committee on Financial Services,,Member,0
E000294,412639,116,house,HSBA,House Committee on Financial Services,,Member,0
F000454,412257,116,house,HSBA,House Committee on Financial Services,,Member,0
G000553,400653,116,house,HSBA,House Committee on Financial Services,,Member,0
G000571,412532,116,house,HSBA,House Committee on Financial Services,,Member,0
G000581,412725,116,house,HSBA,House Committee on Financial Services,,Member,0
G000583,412714,116,house,HSBA,House Committee on Financial Services,,Member,0
G000586,412774,116,house,HSBA,House Committee on Financial Services,,Member,0
G000587,412827,116,house,HSBA,House Committee on Financial Services,,Member,0
G000588,412807,116,house,HSBA,House Committee on Financial Services,,Member,0
G000589,412822,116,house,HSBA,House Committee on Financial Services,,Member,0
H001047,412282,116,house,HSBA,House Committee on Financial Services,,Member,0
H001058,412437,116,house,HSBA,House Committee on Financial Services,,Member,0
H001064,412584,116,house,HSBA,House Committee on Financial Services,,Member,0
H001072,412609,116,house,HSBA,House Committee on Financial Services,,Member,0
H001074,412703,116,house,HSBA,House Committee on Financial Services,,Member,0
K000392,412724,116,house,HSBA,House Committee on Financial Services,,Member,0
L000491,400247,116,house,HSBA,House Committee on Financial Services,,Member,0
L000562,400249,116,house,HSBA,House Committee on Financial Services,,Member,0
L000569,412292,116,house,HSBA,House Committee on Financial Services,,Member,0
L000583,412624,116,house,HSBA,House Committee on Financial Services,,Member,0
L000586,412693,116,house,HSBA,House Committee on Financial Services,,Member,0
M000087,400251,116,house,HSBA,House Committee on Financial Services,,Member,0
M001137,400271,116,house,HSBA,House Committee on Financial Services,,Member,0
M001156,400644,116,house,HSBA,House Committee on Financial Services,,Ranking Member,0
M001195,412662,116,house,HSBA,House Committee on Financial Services,,Member,0
M001209,412829,116,house,HSBA,House Committee on Financial Services,,Member,0
O000172,412804,116,house,HSBA,House Committee on Financial Services,,Member,0
P000593,412192,116,house,HSBA,House Committee on Financial Services,,Member,0
P000599,412309,116,house,HSBA,House Committee on Financial Services,,Member,0
P000616,412790,116,house,HSBA,House Committee on Financial Services,,Member,0
P000617,412782,116,house,HSBA,House Committee on Financial Services,,Member,0
P000618,412758,116,house,HSBA,House Committee on Financial Services,,Member,0
R000611,412831,116,house,HSBA,House Committee on Financial Services,,Member,0
R000612,412818,116,house,HSBA,House Committee on Financial Services,,Member,0
S000344,400371,116,house,HSBA,House Committee on Financial Services,,Member,0
S001157,400363,116,house,HSBA,House Committee on Financial Services,,Member,0
S001187,412461,116,house,HSBA,House Committee on Financial Services,,Member,0
S001204,412770,116,house,HSBA,House Committee on Financial Services,,Member,0
S001213,412836,116,house,HSBA,House Committee on Financial Services,,Member,0
T000470,412405,116,house,HSBA,House Committee on Financial Services,,Member,0
T000479,412821,116,house,HSBA,House Committee on Financial Services,,Member,0
T000480,412815,116,house,HSBA,House Committee on Financial Services,,Member,0
T000481,412787,116,house,HSBA,House Committee on Financial Services,,Member,0
V000081,400416,116,house,HSBA,House Committee on Financial Services,,Member,0
V000130,412522,116,house,HSBA,House Committee on Financial Services,,Member,0
W000187,400422,116,house,HSBA,House Committee on Financial Services,,Chair,0
W000812,412548,116,house,HSBA,House Committee on Financial Services,,Member,0
W000816,412578,116,house,HSBA,House Committee on Financial Services,,Member,0
W000825,412834,116,house,HSBA,House Committee on Financial Services,,Member,0
Z000017,412646,116,house,HSBA,House Committee on Financial Services,,Member,0
A000370,412607,116,house,HSBA-13,House Committee on Financial Services,Diversity and Inclusion Subcommittee,Member,1
A000378,412772,116,house,HSBA-16,House Committee on Financial Services,"Investor Protection, Entrepreneurship, and Capital Markets Subcommittee",Member,1
A000378,412772,116,house,HSBA-04,House Committee on Financial Services,"Housing, Community Development, and Insurance Subcommittee",Member,1
B001281,412565,116,house,HSBA-04,House Committee on Financial Services,"Housing, Community Development, and Insurance Subcommittee",Member,1
B001281,412565,116,house,HSBA-09,House Committee on Financial Services,Oversight and Investigations Subcommittee,Member,1
B001281,412565,116,house,HSBA-13,House Committee on Financial Services,Diversity and Inclusion Subcommittee,Chair,1
B001282,412541,116,house,HSBA-15,House Committee on Financial Services,Consumer Protection and Financial Institutions Subcommittee,Member,1
B001282,412541,116,house,HSBA-09,House Committee on Financial Services,Oversight and Investigations Subcommittee,Ranking Member,1
B001305,412712,116,house,HSBA-15,House Committee on Financial Services,Consumer Protection and Financial Institutions Subcommittee,Member,1
B001305,412712,116,house,HSBA-13,House Committee on Financial Services,Diversity and Inclusion Subcommittee,Member,1
C001049,400074,116,house,HSBA-15,House Committee on Financial Services,Consumer Protection and Financial Institutions Subcommittee,Member,1
C001049,400074,116,house,HSBA-04,House Committee on Financial Services,"Housing, Community Development, and Insurance Subcommittee",Chair,1
C001049,400074,116,house,HSBA-13,House Committee on Financial Services,Diversity and Inclusion Subcommittee,Member,1
C001061,400639,116,house,HSBA-04,House Committee on Financial Services,"Housing, Community Development, and Insurance Subcommittee",Member,1
C001061,400639,116,house,HSBA-01,House Committee on Financial Services,"National Security, International Development, and Monetary Policy Subcommittee",Chair,1
C001117,412775,116,house,HSBA-16,House Committee on Financial Services,"Investor Protection, Entrepreneurship, and Capital Markets Subcommittee",Member,1
C001117,412775,116,house,HSBA-09,House Committee on Financial Services,Oversight and Investigations Subcommittee,Member,1
D000626,412675,116,house,HSBA-16,House Committee on Financial Services,"Investor Protection, Entrepreneurship, and Capital Markets Subcommittee",Member,1
D000626,412675,116,house,HSBA-09,House Committee on Financial Services,Oversight and Investigations Subcommittee,Member,1
D000631,412809,116,house,HSBA-09,House Committee on Financial Services,Oversight and Investigations Subcommittee,Member,1
D000631,412809,116,house,HSBA-13,House Committee on Financial Services,Diversity and Inclusion Subcommittee,Member,1
E000294,412639,116,house,HSBA-16,House Committee on Financial Services,"Investor Protection, Entrepreneurship, and Capital Markets Subcommittee",Member,1
E000294,412639,116,house,HSBA-01,House Committee on Financial Services,"National Security, International Development, and Monetary Policy Subcommittee",Member,1
F000454,412257,116,house,HSBA-16,House Committee on Financial Services,"Investor Protection, Entrepreneurship, and Capital Markets Subcommittee",Member,1
F000454,412257,116,house,HSBA-15,House Committee on Financial Services,Consumer Protection and Financial Institutions Subcommittee,Member,1
G000553,400653,116,house,HSBA-04,House Committee on Financial Services,"Housing, Community Development, and Insurance Subcommittee",Member,1
G000553,400653,116,house,HSBA-09,House Committee on Financial Services,Oversight and Investigations Subcommittee,Chair,1
G000553,400653,116,house,HSBA-13,House Committee on Financial Services,Diversity and Inclusion Subcommittee,Member,1
G000571,412532,116,house,HSBA-01,House Committee on Financial Services,"National Security, International Development, and Monetary Policy Subcommittee",Member,1
G000571,412532,116,house,HSBA-13,House Committee on Financial Services,Diversity and Inclusion Subcommittee,Member,1
G000581,412725,116,house,HSBA-16,House Committee on Financial Services,"Investor Protection, Entrepreneurship, and Capital Markets Subcommittee",Member,1
G000581,412725,116,house,HSBA-04,House Committee on Financial Services,"Housing, Community Development, and Insurance Subcommittee",Member,1
G000581,412725,116,house,HSBA-13,House Committee on Financial Services,Diversity and Inclusion Subcommittee,Member,1
G000583,412714,116,house,HSBA-16,House Committee on Financial Services,"Investor Protection, Entrepreneurship, and Capital Markets Subcommittee",Member,1
G000583,412714,116,house,HSBA-01,House Committee on Financial Services,"National Security, International Development, and Monetary Policy Subcommittee",Member,1
G000583,412714,116,house,HSBA-13,House Committee on Financial Services,Diversity and Inclusion Subcommittee,Member,1
G000586,412774,116,house,HSBA-01,House Committee on Financial Services,"National Security, International Development, and Monetary Policy Subcommittee",Member,1
G000587,412827,116,house,HSBA-09,House Committee on Financial Services,Oversight and Investigations Subcommittee,Member,1
G000587,412827,116,house,HSBA-13,House Committee on Financial Services,Diversity and Inclusion Subcommittee,Member,1
G000588,412807,116,house,HSBA-16,House Committee on Financial Services,"Investor Protection, Entrepreneurship, and Capital Markets Subcommittee",Member,1
G000588,412807,116,house,HSBA-01,House Committee on Financial Services,"National Security, International Development, and Monetary Policy Subcommittee",Member,1
G000588,412807,116,house,HSBA-13,House Committee on Financial Services,Diversity and Inclusion Subcommittee,Member,1
G000589,412822,116,house,HSBA-04,House Committee on Financial Services,"Housing, Community Development, and Insurance Subcommittee",Member,1
G000589,412822,116,house,HSBA-13,House Committee on Financial Services,Diversity and Inclusion Subcommittee,Member,1
H001047,412282,116,house,HSBA-16,House Committee on Financial Services,"Investor Protection, Entrepreneurship, and Capital Markets Subcommittee",Member,1
H001047,412282,116,house,HSBA-01,House Committee on Financial Services,"National Security, International Development, and Monetary Policy Subcommittee",Member,1
H001058,412437,116,house,HSBA-16,House Committee on Financial Services,"Investor Protection, Entrepreneurship, and Capital Markets Subcommittee",Ranking Member,1
H001058,412437,116,house,HSBA-04,House Committee on Financial Services,"Housing, Community Development, and Insurance Subcommittee",Member,1
H001064,412584,116,house,HSBA-15,House Committee on Financial Services,Consumer Protection and Financial Institutions Subcommittee,Member,1
H001064,412584,116,house,HSBA-04,House Committee on Financial Services,"Housing, Community Development, and Insurance Subcommittee",Member,1
H001064,412584,116,house,HSBA-01,House Committee on Financial Services,"National Security, International Development, and Monetary Policy Subcommittee",Member,1
H001072,412609,116,house,HSBA-16,House Committee on Financial Services,"Investor Protection, Entrepreneurship, and Capital Markets Subcommittee",Member,1
H001072,412609,116,house,HSBA-01,House Committee on Financial Services,"National Security, International Development, and Monetary Policy Subcommittee",Ranking Member,1
H001074,412703,116,house,HSBA-16,House Committee on Financial Services,"Investor Protection, Entrepreneurship, and Capital Markets Subcommittee",Member,1
H001074,412703,116,house,HSBA-13,House Committee on Financial Services,Diversity and Inclusion Subcommittee,Member,1
K000392,412724,116,house,HSBA-15,House Committee on Financial Services,Consumer Protection and Financial Institutions Subcommittee,Member,1
K000392,412724,116,house,HSBA-04,House Committee on Financial Services,"Housing, Community Development, and Insurance Subcommittee",Member,1
K000392,412724,116,house,HSBA-13,House Committee on Financial Services,Diversity and Inclusion Subcommittee,Member,1
L000491,400247,116,house,HSBA-15,House Committee on Financial Services,Consumer Protection and Financial Institutions Subcommittee,Member,1
L000491,400247,116,house,HSBA-01,House Committee on Financial Services,"National Security, International Development, and Monetary Policy Subcommittee",Member,1
L000491,400247,116,house,HSBA-13,House Committee on Financial Services,Diversity and Inclusion Subcommittee,Member,1
L000562,400249,116,house,HSBA-09,House Committee on Financial Services,Oversight and Investigations Subcommittee,Member,1
L000562,400249,116,house,HSBA-01,House Committee on Financial Services,"National Security, International Development, and Monetary Policy Subcommittee",Member,1
L000569,412292,116,house,HSBA-15,House Committee on Financial Services,Consumer Protection and Financial Institutions Subcommittee,Ranking Member,1
L000569,412292,116,house,HSBA-04,House Committee on Financial Services,"Housing, Community Development, and Insurance Subcommittee",Member,1
L000583,412624,116,house,HSBA-15,House Committee on Financial Services,Consumer Protection and Financial Institutions Subcommittee,Member,1
L000583,412624,116,house,HSBA-09,House Committee on Financial Services,Oversight and Investigations Subcommittee,Member,1
L000586,412693,116,house,HSBA-15,House Committee on Financial Services,Consumer Protection and Financial Institutions Subcommittee,Member,1
L000586,412693,116,house,HSBA-04,House Committee on Financial Services,"Housing, Community Development, and Insurance Subcommittee",Member,1
L000586,412693,116,house,HSBA-13,House Committee on Financial Services,Diversity and Inclusion Subcommittee,Member,1
M000087,400251,116,house,HSBA-16,House Committee on Financial Services,"Investor Protection, Entrepreneurship, and Capital Markets Subcommittee",Member,1
M000087,400251,116,house,HSBA-04,House Committee on Financial Services,"Housing, Community Development, and Insurance Subcommittee",Member,1
M001137,400271,116,house,HSBA-16,House Committee on Financial Services,"Investor Protection, Entrepreneurship, and Capital Markets Subcommittee",Member,1
M001137,400271,116,house,HSBA-15,House Committee on Financial Services,Consumer Protection and Financial Institutions Subcommittee,Chair,1
M001195,412662,116,house,HSBA-16,House Committee on Financial Services,"Investor Protection, Entrepreneurship, and Capital Markets Subcommittee",Member,1
M001195,412662,116,house,HSBA-13,House Committee on Financial Services,Diversity and Inclusion Subcommittee,Member,1
M001209,412829,116,house,HSBA-15,House Committee on Financial Services,Consumer Protection and Financial Institutions Subcommittee,Member,1
M001209,412829,116,house,HSBA-01,House Committee on Financial Services,"National Security, International Development, and Monetary Policy Subcommittee",Member,1
O000172,412804,116,house,HSBA-16,House Committee on Financial Services,"Investor Protection, Entrepreneurship, and Capital Markets Subcommittee",Member,1
O000172,412804,116,house,HSBA-15,House Committee on Financial Services,Consumer Protection and Financial Institutions Subcommittee,Member,1
P000593,412192,116,house,HSBA-09,House Committee on Financial Services,Oversight and Investigations Subcommittee,Member,1
P000593,412192,116,house,HSBA-01,House Committee on Financial Services,"National Security, International Development, and Monetary Policy Subcommittee",Member,1
P000599,412309,116,house,HSBA-15,House Committee on Financial Services,Consumer Protection and Financial Institutions Subcommittee,Member,1
P000599,412309,116,house,HSBA-04,House Committee on Financial Services,"Housing, Community Development, and Insurance Subcommittee",Member,1
P000616,412790,116,house,HSBA-09,House Committee on Financial Services,Oversight and Investigations Subcommittee,Member,1
P000616,412790,116,house,HSBA-13,House Committee on Financial Services,Diversity and Inclusion Subcommittee,Member,1
P000617,412782,116,house,HSBA-15,House Committee on Financial Services,Consumer Protection and Financial Institutions Subcommittee,Member,1
P000617,412782,116,house,HSBA-13,House Committee on Financial Services,Diversity and Inclusion Subcommittee,Member,1
P000618,412758,116,house,HSBA-16,House Committee on Financial Services,"Investor Protection, Entrepreneurship, and Capital Markets Subcommittee",Member,1
P000618,412758,116,house,HSBA-15,House Committee on Financial Services,Consumer Protection and Financial Institutions Subcommittee,Member,1
R000611,412831,116,house,HSBA-15,House Committee on Financial Services,Consumer Protection and Financial Institutions Subcommittee,Member,1
R000611,412831,116,house,HSBA-01,House Committee on Financial Services,"National Security, International Development, and Monetary Policy Subcommittee",Member,1
R000612,412818,116,house,HSBA-04,House Committee on Financial Services,"Housing, Community Development, and Insurance Subcommittee",Member,1
R000612,412818,116,house,HSBA-09,House Committee on Financial Services,Oversight and Investigations Subcommittee,Member,1
R000612,412818,116,house,HSBA-01,House Committee on Financial Services,"National Security, International Development, and Monetary Policy Subcommittee",Member,1
S000344,400371,116,house,HSBA-16,House Committee on Financial Services,"Investor Protection, Entrepreneurship, and Capital Markets Subcommittee",Chair,1
S000344,400371,116,house,HSBA-04,House Committee on Financial Services,"Housing, Community Development, and Insurance Subcommittee",Member,1
S000344,400371,116,house,HSBA-01,House Committee on Financial Services,"National Security, International Development, and Monetary Policy Subcommittee",Member,1
S001157,400363,116,house,HSBA-16,House Committee on Financial Services,"Investor Protection, Entrepreneurship, and Capital Markets Subcommittee",Member,1
S001157,400363,116,house,HSBA-15,House Committee on Financial Services,Consumer Protection and Financial Institutions Subcommittee,Member,1
S001187,412461,116,house,HSBA-16,House Committee on Financial Services,"Investor Protection, Entrepreneurship, and Capital Markets Subcommittee",Member,1
S001187,412461,116,house,HSBA-04,House Committee on Financial Services,"Housing, Community Development, and Insurance Subcommittee",Ranking Member,1
S001204,412770,116,house,HSBA-16,House Committee on Financial Services,"Investor Protection, Entrepreneurship, and Capital Markets Subcommittee",Member,1
S001204,412770,116,house,HSBA-01,House Committee on Financial Services,"National Security, International Development, and Monetary Policy Subcommittee",Member,1
S001213,412836,116,house,HSBA-16,House Committee on Financial Services,"Investor Protection, Entrepreneurship, and Capital Markets Subcommittee",Member,1
S001213,412836,116,house,HSBA-04,House Committee on Financial Services,"Housing, Community Development, and Insurance Subcommittee",Member,1
S001213,412836,116,house,HSBA-13,House Committee on Financial Services,Diversity and Inclusion Subcommittee,Member,1
T000470,412405,116,house,HSBA-15,House Committee on Financial Services,Consumer Protection and Financial Institutions Subcommittee,Member,1
T000470,412405,116,house,HSBA-04,House Committee on Financial Services,"Housing, Community Development, and Insurance Subcommittee",Member,1
T000479,412821,116,house,HSBA-09,House Committee on Financial Services,Oversight and Investigations Subcommittee,Member,1
T000479,412821,116,house,HSBA-01,House Committee on Financial Services,"National Security, International Development, and Monetary Policy Subcommittee",Member,1
T000480,412815,116,house,HSBA-09,House Committee on Financial Services,Oversight and Investigations Subcommittee,Member,1
T000480,412815,116,house,HSBA-01,House Committee on Financial Services,"National Security, International Development, and Monetary Policy Subcommittee",Member,1
T000481,412787,116,house,HSBA-15,House Committee on Financial Services,Consumer Protection and Financial Institutions Subcommittee,Member,1
T000481,412787,116,house,HSBA-04,House Committee on Financial Services,"Housing, Community Development, and Insurance Subcommittee",Member,1
T000481,412787,116,house,HSBA-09,House Committee on Financial Services,Oversight and Investigations Subcommittee,Member,1
V000081,400416,116,house,HSBA-15,House Committee on Financial Services,Consumer Protection and Financial Institutions Subcommittee,Member,1
V000081,400416,116,house,HSBA-04,House Committee on Financial Services,"Housing, Community Development, and Insurance Subcommittee",Member,1
V000081,400416,116,house,HSBA-09,House Committee on Financial Services,Oversight and Investigations Subcommittee,Member,1
V000130,412522,116,house,HSBA-16,House Committee on Financial Services,"Investor Protection, Entrepreneurship, and Capital Markets Subcommittee",Member,1
V000130,412522,116,house,HSBA-04,House Committee on Financial Services,"Housing, Community Development, and Insurance Subcommittee",Member,1
V000130,412522,116,house,HSBA-01,House Committee on Financial Services,"National Security, International Development, and Monetary Policy Subcommittee",Member,1
W000812,412548,116,house,HSBA-16,House Committee on Financial Services,"Investor Protection, Entrepreneurship, and Capital Markets Subcommittee",Member,1
W000812,412548,116,house,HSBA-13,House Committee on Financial Services,Diversity and Inclusion Subcommittee,Ranking Member,1
W000816,412578,116,house,HSBA-15,House Committee on Financial Services,Consumer Protection and Financial Institutions Subcommittee,Member,1
W000816,412578,116,house,HSBA-01,House Committee on Financial Services,"National Security, International Development, and Monetary Policy Subcommittee",Member,1
W000825,412834,116,house,HSBA-15,House Committee on Financial Services,Consumer Protection and Financial Institutions Subcommittee,Member,1
W000825,412834,116,house,HSBA-01,House Committee on Financial Services,"National Security, International Development, and Monetary Policy Subcommittee",Member,1
Z000017,412646,116,house,HSBA-04,House Committee on Financial Services,"Housing, Community Development, and Insurance Subcommittee",Member,1
Z000017,412646,116,house,HSBA-09,House Committee on Financial Services,Oversight and Investigations Subcommittee,Member,1
A000376,412828,116,house,HSFA,House Committee on Foreign Affairs,,Member,0
B001270,412404,116,house,HSFA,House Committee on Foreign Affairs,,Member,0
B001287,412512,116,house,HSFA,House Committee on Foreign Affairs,,Member,0
B001297,412619,116,house,HSFA,House Committee on Foreign Affairs,,Member,0
B001309,412817,116,house,HSFA,House Committee on Foreign Affairs,,Member,0
C000266,400071,116,house,HSFA,House Committee on Foreign Affairs,,Member,0
C001059,400618,116,house,HSFA,House Committee on Foreign Affairs,,Member,0
C001078,412272,116,house,HSFA,House Committee on Foreign Affairs,,Member,0
C001084,412470,116,house,HSFA,House Committee on Foreign Affairs,,Member,0
C001091,412576,116,house,HSFA,House Committee on Foreign Affairs,,Member,0
C001114,412740,116,house,HSFA,House Committee on Foreign Affairs,,Member,0
D000610,412385,116,house,HSFA,House Committee on Foreign Affairs,,Member,0
E000179,400122,116,house,HSFA,House Committee on Foreign Affairs,,Chair,0
E000297,412718,116,house,HSFA,House Committee on Foreign Affairs,,Member,0
F000466,412721,116,house,HSFA,House Committee on Foreign Affairs,,Member,0
G000581,412725,116,house,HSFA,House Committee on Foreign Affairs,,Member,0
G000591,412793,116,house,HSFA,House Committee on Foreign Affairs,,Member,0
H001085,412810,116,house,HSFA,House Committee on Foreign Affairs,,Member,0
K000375,412435,116,house,HSFA,House Committee on Foreign Affairs,,Member,0
K000378,412421,116,house,HSFA,House Committee on Foreign Affairs,,Member,0
L000582,412616,116,house,HSFA,House Committee on Foreign Affairs,,Member,0
L000592,412785,116,house,HSFA,House Committee on Foreign Affairs,,Member,0
M001137,400271,116,house,HSFA,House Committee on Foreign Affairs,,Member,0
M001157,400654,116,house,HSFA,House Committee on Foreign Affairs,,Ranking Member,0
M001199,412698,116,house,HSFA,House Committee on Foreign Affairs,,Member,0
M001203,412798,116,house,HSFA,House Committee on Foreign Affairs,,Member,0
O000173,412791,116,house,HSFA,House Committee on Foreign Affairs,,Member,0
P000605,412569,116,house,HSFA,House Committee on Foreign Affairs,,Member,0
P000615,412778,116,house,HSFA,House Committee on Foreign Affairs,,Member,0
P000616,412790,116,house,HSFA,House Committee on Foreign Affairs,,Member,0
R000607,412699,116,house,HSFA,House Committee on Foreign Affairs,,Member,0
R000610,412813,116,house,HSFA,House Committee on Foreign Affairs,,Member,0
S000244,400365,116,house,HSFA,House Committee on Foreign Affairs,,Member,0
S000344,400371,116,house,HSFA,House Committee on Foreign Affairs,,Member,0
S000522,400380,116,house,HSFA,House Committee on Foreign Affairs,,Member,0
S001165,412186,116,house,HSFA,House Committee on Foreign Affairs,,Member,0
S001209,412833,116,house,HSFA,House Committee on Foreign Affairs,,Member,0
T000468,412318,116,house,HSFA,House Committee on Foreign Affairs,,Member,0
T000483,412783,116,house,HSFA,House Committee on Foreign Affairs,,Member,0
V000130,412522,116,house,HSFA,House Committee on Foreign Affairs,,Member,0
W000795,400433,116,house,HSFA,House Committee on Foreign Affairs,,Member,0
W000812,412548,116,house,HSFA,House Committee on Foreign Affairs,,Member,0
W000824,412779,116,house,HSFA,House Committee on Foreign Affairs,,Member,0
W000826,412751,116,house,HSFA,House Committee on Foreign Affairs,,Member,0
W000827,412823,116,house,HSFA,House Committee on Foreign Affairs,,Member,0
Y000065,412525,116,house,HSFA,House Committee on Foreign Affairs,,Member,0
Z000017,412646,116,house,HSFA,House Committee on Foreign Affairs,,Member,0
A000376,412828,116,house,HSFA-13,House Committee on Foreign Affairs,"Middle East, North Africa, and International Terrorism Subcommittee",Member,1
B001270,412404,116,house,HSFA-16,House Committee on Foreign Affairs,"Africa, Global Health, Global Human Rights, and International Organizations Subcommittee",Chair,1
B001287,412512,116,house,HSFA-05,House Committee on Foreign Affairs,"Asia, the Pacific, and Nonproliferation Subcommittee",Chair,1
B001287,412512,116,house,HSFA-14,House Committee on Foreign Affairs,"Europe, Eurasia, Energy, and the Environment Subcommittee",Member,1
B001297,412619,116,house,HSFA-07,House Committee on Foreign Affairs,"Western Hemisphere, Civilian Security, and Trade Subcommittee",Member,1
B001297,412619,116,house,HSFA-17,House Committee on Foreign Affairs,Oversight and Investigations Subcommittee,Member,1
B001309,412817,116,house,HSFA-16,House Committee on Foreign Affairs,"Africa, Global Health, Global Human Rights, and International Organizations Subcommittee",Member,1
B001309,412817,116,house,HSFA-14,House Committee on Foreign Affairs,"Europe, Eurasia, Energy, and the Environment Subcommittee",Member,1
C000266,400071,116,house,HSFA-13,House Committee on Foreign Affairs,"Middle East, North Africa, and International Terrorism Subcommittee",Member,1
C001059,400618,116,house,HSFA-14,House Committee on Foreign Affairs,"Europe, Eurasia, Energy, and the Environment Subcommittee",Member,1
C001078,412272,116,house,HSFA-05,House Committee on Foreign Affairs,"Asia, the Pacific, and Nonproliferation Subcommittee",Member,1
C001078,412272,116,house,HSFA-13,House Committee on Foreign Affairs,"Middle East, North Africa, and International Terrorism Subcommittee",Member,1
C001084,412470,116,house,HSFA-14,House Committee on Foreign Affairs,"Europe, Eurasia, Energy, and the Environment Subcommittee",Member,1
C001084,412470,116,house,HSFA-13,House Committee on Foreign Affairs,"Middle East, North Africa, and International Terrorism Subcommittee",Member,1
C001084,412470,116,house,HSFA-17,House Committee on Foreign Affairs,Oversight and Investigations Subcommittee,Member,1
C001091,412576,116,house,HSFA-07,House Committee on Foreign Affairs,"Western Hemisphere, Civilian Security, and Trade Subcommittee",Member,1
C001091,412576,116,house,HSFA-17,House Committee on Foreign Affairs,Oversight and Investigations Subcommittee,Chair,1
C001114,412740,116,house,HSFA-05,House Committee on Foreign Affairs,"Asia, the Pacific, and Nonproliferation Subcommittee",Member,1
C001114,412740,116,house,HSFA-07,House Committee on Foreign Affairs,"Western Hemisphere, Civilian Security, and Trade Subcommittee",Member,1
